customerId,locationId,since,addressType,verificationStatus
59639080-1be4-4270-a6b3-4bb11ae98d93,a1b1ca1d-c5a5-45a3-af79-51418d3c7137,2020-02-21,permanent,False
162ad8ee-6a79-4edd-995e-057e46db359d,e9762e44-2e3e-4e92-92c7-a6c4bf34eaf9,2023-11-17,temporal,False
006247f5-4415-43a4-b93a-e3e952ef1248,356f562d-2874-4561-b238-18d2faeb0597,2020-09-20,permanent,True
e8b4246b-0bf8-4cec-81be-235d7ed9d207,3b28f60a-95bd-44c2-aedc-056463a47c74,2015-08-30,permanent,True
4908a7ef-bd88-44b7-96cd-6cf74bf73dc9,780d87cb-b941-4696-8bfc-e39b71da02f6,2017-02-13,permanent,True
8d952c21-7be9-420a-a5fd-7c7b75c68824,191fc93e-f3fe-43b6-a8a0-1c0b63b159c7,2022-01-04,permanent,True
fe2df11d-b8b6-4df3-a0b8-6bcaeaaa4266,0019abc3-8989-4669-b08c-cb0cf81769f1,2018-02-22,temporal,False
37309f1f-e16e-4ec0-8252-fa2a3923d42e,26ad6f63-31a3-447a-b410-9ce8b6358116,2023-03-13,permanent,True
32cbfdee-0d10-4c46-9bf7-4c6b199fec47,9e6d2754-db64-4c30-980e-719b2af1eb9f,2023-06-26,permanent,True
9b6d46b4-ee56-43d5-bf84-4615b9fff7a3,b0eec550-400f-4be9-8ddf-f78767722ff5,2017-01-24,temporal,True
ffa78f68-112a-4c2e-9b36-a1f87652c771,eb9588d5-a210-414f-9951-f67227f1c412,2015-09-15,permanent,False
926d0bde-0671-4087-9da2-b6a94b170185,eb7c49b1-91b1-4b2a-8f45-3aeb60e95161,2018-04-29,temporal,True
a68f2820-6cd5-44a7-b0bb-0863f597fda7,18b8b7e5-9fb4-4f94-9973-7526e4c1cbc5,2019-12-28,permanent,False
094b2c26-a41e-49fb-885b-f00676ed0444,457e6e22-4294-4277-aa9b-cbc60f79fe26,2023-09-22,temporal,True
07618b68-fc4f-47c6-aca1-13eb6733712b,9397b6fd-5850-4fc1-8cbe-143ce8b40e9b,2021-06-25,temporal,True
9722d798-f082-40bc-9321-4c05261b781f,f5555820-832f-4ab2-a611-17999bfb1bac,2022-09-13,temporal,True
19814aff-72c2-4ee6-8381-7771b84e1ea1,66d182a8-c377-453b-8fae-311ca058b7b9,2021-04-20,temporal,False
ba674c03-1b77-4893-9fe4-73ea8efbb22b,fcb3419a-d0cc-4ece-9d52-fef11a18d189,2021-09-01,temporal,False
998d3705-aae8-43af-b302-dd19a99d5e5d,c838b40a-abd1-42d2-9ead-402e87e72107,2025-02-09,permanent,True
0b158c41-5329-4d53-936a-e861c38fc636,254d884f-8ddf-47dc-b31f-95d9c4410122,2015-12-24,temporal,True
3c24a2b1-2360-46b8-92ee-e942b1e692dd,bf21bdb2-f6dc-4b4f-84dc-4fbb4f750924,2019-03-04,permanent,True
1fa678ec-206b-4367-9623-c46785306ea2,2145c183-93c8-4aab-8e44-52f5e1b73ef6,2016-05-21,temporal,True
d58db261-047e-4342-af8a-648310db810e,86e18d65-bd87-4d13-b4ab-0fd209131494,2020-04-27,temporal,False
6741bd5b-d9c8-45e6-b22b-79775287c375,5cb1660c-32bf-4b0e-b19d-b9c6d40dc6ab,2016-02-06,temporal,True
77e6c8e0-e330-448a-b260-87ba0bfa6429,3f2ad7b4-39e2-413a-9c80-ce21f627ff64,2016-10-06,permanent,False
e4b8b3fc-87c4-44e4-8b9b-fc3ba31be12f,16bf9b57-611a-4cc8-9e7a-00f79fb5a470,2018-11-20,temporal,True
6cfbfa36-54f6-4da2-a490-f44208dd1c64,66cd99a9-cdef-4d38-a25b-d0af11e1c21f,2019-04-15,permanent,False
fdad3588-8d2a-4208-9b03-c0c0ddcab4ab,f372fcdd-5edf-44dd-9f42-c9698e06d1c4,2018-01-24,permanent,True
276cde90-d94f-4380-9bc7-a7bc11694a31,ba7257b6-96bb-4005-acdd-b144b073ce52,2024-12-01,permanent,False
12e261fb-70f1-4ac8-be37-eda3cbb983ae,9d0e4bd6-77c5-4b7c-b592-ec1855f5a253,2016-12-30,permanent,True
3854a463-8cd6-47e6-8fdd-a790576a4bc1,07260682-7d30-46b5-b352-4d85d379a20b,2022-06-06,permanent,True
20d1aeff-cf30-4314-bd90-f2c7303ff27e,18b8b7e5-9fb4-4f94-9973-7526e4c1cbc5,2019-04-13,permanent,True
c01dda27-7a22-4f97-ae25-a170cd97276e,6e6bf9bd-ba92-42b8-b514-7b8db703e1d1,2021-01-18,permanent,False
37b1e051-510d-47bb-ad9b-48085a03ff72,2707cf9d-d87c-45bb-9d31-85350a9b6103,2016-10-14,permanent,False
4bd6f55d-38d6-442e-8bf1-dcd5152d630b,dbc46d6a-eab6-4ada-a4e8-85581ce902cc,2024-03-30,temporal,False
972f4e85-d2ae-4232-8d4d-2c8838b4e0da,cc0eace1-5f56-4934-880d-f6b403fcd96a,2023-11-30,permanent,True
56337624-dfd7-49a5-888a-41458cff616c,37c4ea73-6a14-4f3c-b6ef-c34af7968bea,2015-11-29,permanent,True
6342b99b-8dc8-490d-9a4e-70a56a32cd89,4721fa46-6a8a-47eb-9c2e-6a4f9a5401a5,2019-03-02,permanent,True
22c0fb8a-6491-4c5c-b395-b56845f1d45a,8a0f9cbe-7092-422d-acb4-5e42bb1a9b5a,2015-06-13,permanent,True
f29d6476-87b8-4a8c-8ee6-35d3136ebd76,0e394f23-6e27-4f2f-9b3a-eb39971c4cf0,2015-12-30,permanent,False
8a99e4fd-ecad-4fd1-aff4-dc60a3cfbbdf,7315a8de-e6b8-4ea5-b393-2eda9407909e,2022-02-19,permanent,False
e67bff43-2893-4d1f-aeb4-ce469f703134,3abeed7e-a9ce-489a-b2d8-28933ed61474,2021-04-25,temporal,False
2ac899fc-f3b4-4cb9-b4b8-1b325bfcfb2b,343fd47f-c7f7-4ec5-a122-7e0e2eb1d7c2,2015-12-21,permanent,False
4a3309d4-ba53-423b-bd50-d16a0b5c2d3c,7315a8de-e6b8-4ea5-b393-2eda9407909e,2022-10-29,permanent,True
0c627808-4c39-4f7e-87fe-e866a5891363,e171f424-8e13-40be-9306-6d98ba07112d,2023-02-27,permanent,False
922e077e-4d82-45c4-a4c5-a66de4e18614,649cd3d2-d49e-4d8c-a274-76c7ebbef76a,2017-04-13,temporal,False
baafef00-f669-44a3-a864-c20ec00b8867,86e18d65-bd87-4d13-b4ab-0fd209131494,2021-11-23,temporal,False
19146d28-6baa-4321-a02f-b81499c29095,c838b40a-abd1-42d2-9ead-402e87e72107,2019-01-09,permanent,False
b61572e4-a884-446b-9204-0677df8e4d67,91cbfbe3-a4a2-4f9a-ba2b-e42697c952fd,2024-07-01,temporal,False
cc578972-c0b7-45b3-92d5-eb690e6e140c,191fc93e-f3fe-43b6-a8a0-1c0b63b159c7,2017-05-16,temporal,True
005e502f-6370-46c4-b0d2-4804fba81975,da4bce82-23d9-40b2-8bf6-9a5cdd367af8,2016-06-16,permanent,True
a866aa37-9d68-4647-83c8-cec3efafda66,eb7c49b1-91b1-4b2a-8f45-3aeb60e95161,2023-01-13,permanent,False
99ed91c7-3b21-43e1-b247-be27896ea182,a8f6ce57-9902-4a50-9d98-d233c7aa69f9,2023-11-06,permanent,False
8add69bf-b82c-4c2a-b56b-c4ffca0d6044,0b70b545-3323-42fd-8ca8-56d6d16a89b3,2025-02-10,temporal,False
69688a1b-df4a-44fb-b08b-e2f81925069a,d8cf68d4-596f-4697-9f2e-86e6d37363eb,2022-05-01,permanent,False
2c3f1929-1a15-41eb-ae6a-abb0abcb5e80,e4b5484d-18f1-4043-9c7d-809a4f0e9426,2021-08-08,permanent,False
4b42c563-4de5-4a07-bc11-9e4b94c11937,a1a1770b-1253-4702-9b59-eb50ab8b1850,2015-03-17,permanent,False
7b0f9dbc-b815-4ddb-a995-83dbca24f0d5,919d0e4b-4b06-4cad-8aef-cf1b4cd72861,2015-07-29,temporal,False
71a0c927-454b-4a56-9131-6be1c8d1ab13,69394a9d-0819-4ac7-982e-520735ba74db,2024-10-01,permanent,True
4a021afb-0fdd-4cf5-b895-a178ebee61f3,2b874c0f-9bb9-4964-b846-e46b93e44153,2018-07-07,temporal,False
02728444-904b-40c7-acb0-18dec523409b,eb9588d5-a210-414f-9951-f67227f1c412,2021-03-18,permanent,True
b43a4c35-fc8e-4e3a-8d74-4ebf2c7a89f6,0e2e4e23-d141-44e0-bfd6-a9697e455acc,2022-11-22,temporal,True
01109e9a-9f33-45d9-a6f1-df40c1a276ed,34c429b4-aeb8-4dd9-a1dd-dfd29f3ac8c7,2016-07-14,permanent,False
f0966676-f032-42b6-bc90-90623be062ea,77eed4a6-7497-47d9-9953-a0f546a2228d,2022-07-14,temporal,False
934383d9-62cf-42ee-9340-33f44791865b,f5555820-832f-4ab2-a611-17999bfb1bac,2023-12-25,permanent,True
4deb7908-baef-4f22-9da5-6cd65e70ac5d,d820c99f-dcc9-493e-908e-2707dc42ef9d,2024-12-18,temporal,True
be7c4d99-044f-44a4-8577-4299d1505863,3e4f5ff0-56ee-4fee-957c-ca7602101bfa,2015-03-22,permanent,False
08965bcd-a82f-4295-a7c6-13a3ed44e7fd,2b874c0f-9bb9-4964-b846-e46b93e44153,2023-06-26,permanent,True
f187af16-3ba4-439f-bd3b-b68b6805d045,c1ad8541-afb5-45a2-a021-62f7c38b4c6b,2023-07-03,temporal,False
66b14ee2-335b-4b74-8ed9-099f3f9f04cd,6ce11602-8ad7-4509-aa62-b5fff1a0201b,2017-02-27,temporal,True
d6817c1c-e51e-4bbd-9117-eeb07440fd14,ebc14408-b779-446c-8776-7e870187a230,2022-10-07,temporal,True
fec47505-a49a-4859-ba4d-332774640217,13987d66-b541-4901-aa9d-5e262ebe22ca,2018-08-23,permanent,True
6c580753-7737-4f03-ae1a-7ac3dd15644f,37c4ea73-6a14-4f3c-b6ef-c34af7968bea,2020-12-13,temporal,False
5f9ccdc9-8fe7-4c41-b1ed-5970ef42930a,7315a8de-e6b8-4ea5-b393-2eda9407909e,2017-04-16,temporal,True
eb4416ff-84a8-4228-8971-3dff6548550f,15e82072-dc4d-46f4-8b62-11f6bd1cfdec,2019-04-24,permanent,False
f9f52082-7edc-48ad-af70-ec33aa64a0c1,e35e1d28-d630-4532-b0ab-293122a57820,2015-10-14,temporal,True
30799204-babc-48fc-905b-0995c688c2d6,40d4f39d-b50f-46a0-8128-af5bfce0d631,2024-10-27,temporal,True
6f85546a-27ef-4ec7-9ef0-85e363b89e6c,85dfc6ed-27db-493b-a6bc-3d1a13866bc3,2022-06-21,temporal,True
0c23dca7-1375-4d70-b5d6-a2e4ed0ef3ff,50b786cd-0b72-49cf-b8c3-c575bc81216c,2015-12-23,temporal,True
069a5e12-b334-4b38-9617-f2bf5a20e464,42e181b6-ace0-42b0-874e-c901d8c38e07,2017-01-16,temporal,False
dadc7dcb-e91f-425b-ac87-94c134607516,9732078a-ec69-45f6-b217-9b68d7cb493b,2018-12-25,permanent,True
2634b28d-48a0-4d40-89f3-e02a026e8ee4,b0eec550-400f-4be9-8ddf-f78767722ff5,2015-03-06,permanent,False
727c7c7d-dcd3-4e27-a1cc-d26ea3f84746,0e2e4e23-d141-44e0-bfd6-a9697e455acc,2017-01-05,permanent,False
f5639155-b2f0-4568-902c-1d87e0eb43c5,160fb6a2-6de6-4214-bd21-fd72c3949854,2021-03-28,permanent,False
3c30f37e-8623-46c5-af95-601e6730fefe,9f04f88f-561d-42b4-8fd9-5a6ed701527e,2024-12-14,temporal,True
6ef3fa57-9f10-46a0-971e-f4e5492803d6,a8fbf104-ec80-49a6-a08b-f74ac73d168e,2020-10-26,permanent,True
d81e9372-e66e-4d60-8876-8d37d626f89e,356f562d-2874-4561-b238-18d2faeb0597,2023-11-18,temporal,False
6aef2d1d-316e-4b32-a5b5-4e3dd64ced99,ba7257b6-96bb-4005-acdd-b144b073ce52,2023-05-28,temporal,False
dbb8067d-4ab7-4053-8965-a9659914656e,c7ff4315-4717-4253-8592-3f24cec9732c,2018-11-03,permanent,False
e42a6ab5-eaf2-441b-892c-cfde12a6382b,98dac9dd-202f-4b96-aec9-2eb96a78b5f0,2024-09-24,temporal,False
e601cbe8-fcbc-403b-b6e6-2d812f640ded,91e25645-6e63-4ba1-8840-21e357ce24b5,2022-12-04,permanent,False
9d6e7334-f962-45c9-8faa-f956704796fa,16e13e09-5ab9-4c02-8e12-3ecc291943b2,2019-10-12,temporal,False
98fe2c05-afc4-48dd-be9b-c9c7a8fded81,1315818d-cccb-4105-8f0e-ec3014403e9a,2016-04-17,permanent,True
c0680744-4688-492f-a3f2-50c340281180,e76e9a44-476b-4520-a0b6-d12f19509e0c,2015-04-28,temporal,False
87040dc1-ac0a-4b6d-8858-b4cf26426272,9a03fb9f-9297-436b-82eb-893a30bbcddc,2016-11-10,permanent,False
ac109986-2e5e-43fe-b796-63044ccfcf41,3c4553b3-b07a-4a29-b130-08314b82628b,2018-04-18,temporal,False
35317a52-230f-45e7-ad9a-d67b1a7640eb,e35e1d28-d630-4532-b0ab-293122a57820,2015-05-02,permanent,True
63c300d4-5f3c-49a4-aeec-61d7751fdf82,3a66e018-5420-4f1c-b130-07a27dbdfbe4,2023-10-27,temporal,False
ad9dae98-beb1-4fa2-875b-6dd49aaec181,93dfff54-2b89-453a-981a-c3960eccc78a,2020-05-17,permanent,False
e453dc68-dd80-4eca-8518-54bfc5576252,b3992459-b96d-4bbc-872a-9ef918fd938d,2017-04-04,temporal,False
0d47d0f1-5d7b-4469-9e31-551586c9a63e,6fe0f9d5-9c58-4e0e-b447-d0e86f6ab575,2024-03-13,temporal,True
7fde86cf-ba0f-48fd-812c-1aa9de181ab3,6ad233e7-2837-4480-8ef2-7ddf487fec77,2018-02-27,permanent,True
a8226ee5-2eeb-40b8-bede-8d4b15172960,79d20d1c-c2be-4cef-a56f-5a3a6ea4ecec,2024-09-17,permanent,True
f4966887-039e-4b1a-9d92-2c241d941a64,e35b9e08-6185-42c9-baad-13e24c5578a8,2022-01-29,temporal,False
8463966b-34bc-43bb-9426-272463933358,495dac5e-57cf-43aa-8914-ccae11bc3a01,2017-10-02,temporal,True
9fec1cc6-a78a-4a09-b9e5-d9c30647c1ef,40f14f19-da10-4253-a27d-737aef1a951b,2015-05-22,temporal,False
717b2a48-d3a0-42e6-aa63-4eef58deb763,2145c183-93c8-4aab-8e44-52f5e1b73ef6,2022-12-26,temporal,False
0172ee16-dfb0-41f6-996c-76510b35dc56,343fd47f-c7f7-4ec5-a122-7e0e2eb1d7c2,2024-03-05,temporal,True
0d732010-2062-4c72-992f-bb9edb6de6f6,37c4ea73-6a14-4f3c-b6ef-c34af7968bea,2023-04-21,permanent,True
7b3086f6-b352-4d1d-b81b-8c194a575b5d,b3992459-b96d-4bbc-872a-9ef918fd938d,2015-06-06,temporal,True
d143c8d8-985f-4db8-bfc0-bf0b0595669c,41f0ae58-8a2f-4f6d-9b1c-cbcaea280471,2022-06-22,permanent,True
91aa40ba-0f24-4b8c-8fa9-809fa55f42bb,688e5b4a-6f0a-4367-affe-2a10ad189180,2017-12-31,temporal,True
24afb249-bee2-4c59-b19e-6a1e3c3a16d8,ebc14408-b779-446c-8776-7e870187a230,2017-12-24,temporal,False
19551841-7ea2-4a57-8ffc-3c30bedd66bb,12f6f81c-8668-45f3-bef7-77c39b4b439a,2022-07-04,permanent,True
e0c9444f-3d54-42a4-bea8-b19a092e5a5f,47523fff-9b82-465a-b066-1306f0d6a55b,2015-12-04,permanent,False
e676d832-3d09-4a1c-ab2a-63fe910058ee,0d7a4c56-d522-4901-9d81-f4b070bad277,2016-12-14,permanent,True
b5a923e7-f545-4ab5-b0ce-16cd591d9506,e4db57d7-9170-490d-bd7b-195b2876e5e1,2021-03-10,permanent,True
dcf2af63-81ab-4148-a9ce-36e4cd0ad1d5,8a0f9cbe-7092-422d-acb4-5e42bb1a9b5a,2022-07-07,permanent,False
8ee3cb0a-f462-44c5-a42f-4e79d0546f72,48661b62-9110-4cf5-85ec-c5149bd5bd24,2023-08-04,permanent,True
671bffc2-3b41-4975-b5bd-c3afd604803c,6ad233e7-2837-4480-8ef2-7ddf487fec77,2018-10-15,permanent,False
e57e0170-473e-4373-b973-339111b1ade8,7142ddcd-d4d4-4dd3-ae0b-3a303ee22cb2,2016-05-03,temporal,False
b7b75c0e-4865-4f2b-903e-7a70905bb27b,10099424-b7da-4fcb-b996-32d079d684b2,2019-04-04,temporal,True
08869e69-2c77-46c5-97ef-4ad9a5aaace4,e5cc0a28-df17-4887-94c6-806f352c8076,2022-07-25,temporal,False
037e0352-1961-44fc-9985-4b57e1db389e,71d3d85e-f411-49eb-802b-9c9541d35188,2019-09-05,temporal,True
b447bb51-6a85-445a-b767-df9bc4d5318a,86e2369e-a447-45a0-82d9-6b718c7cc26d,2022-03-26,permanent,True
2efb1574-e5c3-4059-85ea-5a94adb20f44,48661b62-9110-4cf5-85ec-c5149bd5bd24,2015-05-06,permanent,True
7dc77026-f0f6-4aec-b06f-23798b31c2ba,fcb3419a-d0cc-4ece-9d52-fef11a18d189,2020-10-19,permanent,False
0a646c6b-a015-4116-972c-82879e09bebc,f5555820-832f-4ab2-a611-17999bfb1bac,2018-02-01,temporal,True
22e80cc7-9466-4f59-b793-1e405f353157,7c45aef8-6626-47c6-b230-03acf9eb5c7f,2020-09-20,permanent,True
de4e6bbe-b6b4-4c92-9c20-fb66dc62c79c,3189c5d7-b851-485e-9385-5611a1b390a1,2022-03-28,permanent,False
124d8104-ac81-4f5a-9132-377ee7d29671,d8cf68d4-596f-4697-9f2e-86e6d37363eb,2021-02-05,permanent,True
eee96963-3c87-44f3-a284-4b7912ff5543,2b8fe49d-06fa-4682-91b6-bdc493cebe93,2024-07-01,permanent,True
7060bda0-d18e-49bf-9738-9a198f929b79,83eb3cad-c8ef-485e-8da1-9e446227846e,2023-11-28,temporal,False
a730af66-a138-4b6e-94e9-959be24b80f6,24628736-e1e6-431d-abb4-2279052d58bc,2020-11-07,temporal,False
e4ee1831-2f70-48b1-9972-b878a7895c73,08b0f071-f0da-4295-9afb-66c73cd863be,2023-01-21,temporal,False
179a7519-4865-4dfb-8126-e41f9be35854,c7a28007-883a-4133-af91-57633d35b6fd,2018-12-03,permanent,False
c188fad7-c1c0-41cb-9d78-acd70e52ac31,5e33fa53-4561-47e6-9249-1a6e886de5e4,2024-02-06,temporal,True
cb6f4f25-35f4-492f-9ce3-dce9ae07a90d,dbc46d6a-eab6-4ada-a4e8-85581ce902cc,2019-10-25,temporal,False
d342dbbf-c0c2-408c-b177-2b5183ab7976,9622dfa4-019d-4f63-a271-088452dacf40,2021-07-17,temporal,False
fae39da5-a244-43a2-940d-4140357d60c3,6ce11602-8ad7-4509-aa62-b5fff1a0201b,2022-12-26,temporal,True
1de9aa37-c624-45fd-84dc-48b9fc840647,de253170-05bb-417d-9258-d1092dbbf733,2022-02-14,temporal,False
fa73597c-ea0d-4ee1-9d85-805a21a8d544,0b044a4d-6776-4cbf-bb88-0d7f3aef4721,2020-01-29,permanent,False
9065c591-7a76-4e47-a387-89ca036fd615,4721fa46-6a8a-47eb-9c2e-6a4f9a5401a5,2017-11-01,permanent,True
023f5a35-22f8-439c-8bcc-fb6ce5063a77,c29fbd02-1442-44be-9233-f012d47cc117,2016-10-20,permanent,True
62312036-ff25-4f31-80cc-f1ebdbfd3516,dc4b7812-5357-4956-873d-eea65d791403,2021-02-05,temporal,True
d2e7b920-c2a8-4c45-bc35-76ba1585f022,809761a9-31b1-47b0-8a16-ef4699bc7037,2021-09-15,permanent,False
f5d3af8d-b1b5-4b3a-a345-c5e5991e5fab,d920731d-3abe-4b37-b2e8-d3b7a41a7028,2017-11-18,permanent,True
5be6f32d-0502-4394-9bb5-74fcdf41dca6,7c74e02b-36fe-480a-9639-5ece64e6ef54,2017-05-27,temporal,False
75b9e3e2-8354-40e0-9be7-6316a92cf9cb,495dac5e-57cf-43aa-8914-ccae11bc3a01,2019-07-19,permanent,True
d508405c-a6bc-49ca-a1c6-5402f4d7b7b4,363173b9-8c22-494a-bf50-d5937f0e7754,2016-05-09,temporal,True
40a5f94b-7ea7-43a7-b5c6-59504f99a37a,9622dfa4-019d-4f63-a271-088452dacf40,2022-02-11,permanent,False
44f9fd37-bec7-4926-a9cd-f0f488fa5de2,0e2e4e23-d141-44e0-bfd6-a9697e455acc,2021-02-20,permanent,True
273ec7f6-dfeb-4ca6-8ad5-f543bd17f3d8,7c45aef8-6626-47c6-b230-03acf9eb5c7f,2022-05-01,temporal,False
85820421-817c-4cdb-a192-dd79ac3ff194,d3650f66-192c-408a-9fc8-9fc3ca6e73cf,2020-01-18,temporal,False
bf57edf0-fec6-4c5f-ac86-f1b942fdc75d,7dfee6d2-a75f-436e-8fdc-3d6233117873,2023-04-05,permanent,False
6f822569-7014-4af7-bb72-27d3fe1969da,eca43aff-309f-448f-ac02-06d48edd888c,2022-03-31,permanent,True
491b5a5d-21f8-4306-a4c2-3045c3d92dee,6d94a6af-cad7-44d8-9fcc-12942eb29487,2016-01-31,permanent,False
d01d8f6e-1230-4120-ae95-3e42f5b49637,ebc14408-b779-446c-8776-7e870187a230,2018-02-11,permanent,True
ae971fd7-f360-49af-939a-8adee10c5b0a,2e2ef4c0-e112-48a1-a066-d7987d57bc51,2016-09-01,permanent,False
40bb7ef0-fbf5-4662-8b12-b685229c6c2b,da142954-b3dc-464c-9484-39c18c08397f,2021-11-13,temporal,False
78261c10-4e56-433f-ac7f-1898872980ee,dc01da5e-6cab-4222-8d3e-fbffaf289856,2019-01-08,permanent,True
0a5702e6-3fbd-4429-92aa-599a0a7cda6b,9a063b27-702f-401b-8060-54e79f76da10,2024-02-04,permanent,False
72e4229f-3eeb-4f8c-8d2e-5e849c8f3975,dd9ac622-6925-4195-b15f-dbbc986b033c,2022-10-19,permanent,False
220a64e4-8318-4591-af30-0019f884c364,544af047-4eb7-49c3-bb22-f9e7e13a5c19,2019-05-12,permanent,False
f369e4d4-8e88-4dec-ad4c-b6ad2cbd1090,113c7e8d-e8b4-4be9-aa2e-7cbe0588c965,2022-08-12,permanent,True
dd323137-26dd-4116-97ba-7669950c9418,99c52df8-0548-4d6d-9a61-5b3a54324c1d,2016-08-23,temporal,False
a4a49b4c-6caf-44bc-8fb3-096ca17067b4,b51e8847-8c06-4e05-891d-a3135752f459,2016-06-24,temporal,False
f8d5b829-a681-4016-9869-24cb856e79b8,113c7e8d-e8b4-4be9-aa2e-7cbe0588c965,2015-10-02,temporal,False
aca95239-f5f6-40b5-bfaa-9b8e03051611,ef2a5f57-3046-49c3-a72e-72679d31c988,2018-01-08,permanent,False
86503ad8-8e8b-413a-bc52-dd81f25f148f,d1a284f8-d4f6-43aa-955d-24e91cb5833d,2015-09-05,temporal,True
d226a893-72c1-43d2-a31d-25eadf42b592,fa4e0b8e-9ba1-4563-ac50-6ed01c6727c9,2024-07-18,permanent,False
6c7333aa-a6a6-4bc3-8be0-a44e15acfca3,16bf9b57-611a-4cc8-9e7a-00f79fb5a470,2022-10-15,temporal,False
24511805-255c-4d0f-8094-43b14bca93be,c838b40a-abd1-42d2-9ead-402e87e72107,2016-03-17,permanent,False
629745dc-138a-4639-a504-209aa04027a1,6ce11602-8ad7-4509-aa62-b5fff1a0201b,2021-04-30,temporal,True
62c02c65-21b7-4dbe-907e-9fdb050b62aa,1c6b7e6c-d202-4304-9f10-e8f758193941,2021-02-16,permanent,True
1b0986d3-bee5-4d7a-9d25-02f89daa03f0,85f2e518-e092-4085-b5f7-1b8c49359408,2021-05-25,permanent,False
22d307f5-acc7-4d85-a9aa-d41d1220ba7e,00b5a881-70bb-40b0-95d9-9dbb18f2f0d0,2020-06-06,permanent,True
6783a996-399c-4234-8e4c-8c8587998d0f,684c5aa6-a3b4-4bdb-a6df-36788dc636fc,2024-07-24,permanent,False
03e03258-5449-4aa3-9041-45f9ac060447,3b28f60a-95bd-44c2-aedc-056463a47c74,2018-05-11,permanent,False
2a40e5d0-27ed-4e2d-8863-c49d154cb258,86e18d65-bd87-4d13-b4ab-0fd209131494,2022-11-30,permanent,False
d8017ed5-ee1c-4646-9ed7-cb6547748c69,dbd82672-1886-4b65-bce4-dd2c58dcde59,2017-10-01,permanent,True
f8c2feab-ea7c-40fa-bf51-03829b731b77,9db12328-209a-498e-8554-c3b0e31e5db2,2021-07-30,temporal,True
8680027b-ed21-4403-8798-935c8aff312a,dbc46d6a-eab6-4ada-a4e8-85581ce902cc,2016-12-11,temporal,True
c1523e19-9a89-4947-af85-abdbce101450,2e2ef4c0-e112-48a1-a066-d7987d57bc51,2020-10-15,temporal,False
9487e2aa-7a68-46a1-9379-3e2c7f2a8595,eca43aff-309f-448f-ac02-06d48edd888c,2020-01-25,temporal,False
bd0914d3-3b97-42c2-aa5e-6ebff2157985,fe316ff5-4a74-48e2-a6c2-89a880049231,2023-06-21,permanent,True
95754e48-cff8-4a97-be62-5b34195e27ca,270b8348-bf62-4836-8816-881ba9bdedd0,2023-04-11,permanent,False
