deviceId,deviceType,os,lastUsed,ipAddresses
7d0d6e16-b4e5-4bd3-bcdf-0174038dd11f,Mobile,Windows,2025-02-01,"['13.73.104.8', '194.100.248.235']"
7aff01f6-2f6e-45eb-9e6b-661fbd3bfb91,Tablet,iOS,2025-02-14,['47.150.223.152']
015d5bf4-8c8c-45be-b3a1-97644d304284,Tablet,Android,2025-02-23,"['171.29.196.240', '37.53.228.163']"
1b6d31bf-00a3-4734-b153-0d375bdcc146,Tablet,Windows,2025-02-07,['73.86.243.224']
d6159fb9-fe94-437d-8f3d-40be9d78c67c,Desktop,iOS,2025-01-24,['148.90.12.215']
45c39736-3a7a-46f9-8bb9-cf5479c6edde,Desktop,Windows,2025-02-07,"['160.66.164.22', '68.158.67.146']"
acb53a36-acc4-4081-b913-3e663944ec85,Desktop,Windows,2025-01-13,"['177.54.126.188', '193.236.208.233']"
991b39af-a5c5-42a2-b1ab-ecb7b63cc4df,Mobile,Android,2025-02-08,['43.238.104.96']
e604389d-6bd1-46ca-b169-748380d44813,Tablet,iOS,2025-01-20,['142.46.110.114']
7e88ff75-c603-419e-ba49-bf0c873733cb,Desktop,iOS,2025-02-06,['91.103.13.172']
b579713a-c56c-4e86-803c-2971c211b289,Mobile,Windows,2025-02-01,"['204.60.72.44', '195.254.225.168']"
48471968-7c48-4380-9378-176b53c8c403,Mobile,Windows,2025-02-19,"['219.231.164.149', '107.174.79.181']"
67a56c70-4b95-4e59-be73-1541065ca8ca,Tablet,iOS,2025-02-25,['76.41.153.128']
62ae4077-a562-413b-8a7d-c65474556251,Tablet,Windows,2025-01-24,"['98.148.9.82', '146.119.12.205']"
19491bf0-9f3a-4e91-9b02-23b158314e96,Desktop,Windows,2025-01-02,['138.237.38.173']
0732ab76-02b5-4645-820d-5ef697fa07c4,Desktop,Android,2025-02-15,"['126.114.116.201', '48.243.71.55']"
c9a408ed-6b77-4200-9bff-143cceed6720,Desktop,Windows,2025-02-15,"['6.203.132.128', '92.251.72.14']"
ebab6f19-ed41-45b9-919a-ae887f10a57c,Desktop,Android,2025-02-08,"['201.175.180.109', '98.77.227.199']"
990ab483-559e-4155-96ba-c77177104d67,Mobile,Windows,2025-01-28,"['119.220.32.102', '163.255.63.80']"
7a33796c-b086-402e-87a4-25bf183bce5f,Mobile,Windows,2025-02-22,['75.29.233.243']
d562bf23-70ee-4491-aaef-2672b6cc5bda,Tablet,iOS,2025-01-27,['168.91.42.207']
88119494-df7d-4abc-904d-86df7a0e6fc0,Mobile,Windows,2025-02-21,['124.212.245.137']
0760a0aa-4b9d-4172-b639-61b5b443675e,Tablet,iOS,2025-02-05,['110.202.23.101']
28dba54a-67c0-4924-a58b-7f4e432c1060,Tablet,Android,2025-01-10,['43.173.180.31']
c43924ae-0eeb-4ad7-ad68-c49354380798,Tablet,Android,2025-01-22,['60.244.168.168']
225fb951-5009-4598-9fcb-44a2175de1e2,Mobile,Windows,2025-01-29,"['151.197.27.88', '134.80.7.60']"
85259b21-78de-4946-ac55-2bb3c764c377,Tablet,Android,2025-01-20,"['33.254.46.204', '82.131.128.60']"
63c22536-d798-4d1f-89fc-234beefab551,Mobile,Android,2025-01-07,"['131.196.251.32', '90.167.207.76']"
d42c9a0d-52ee-4c96-80d5-1d28d0a371c0,Tablet,Windows,2025-01-01,"['57.255.196.188', '11.124.115.3']"
4da12e62-6d05-41e7-b7fb-628c180f4e66,Desktop,iOS,2025-02-21,"['18.59.21.31', '180.66.25.221']"
d4113ba5-e411-4c61-af6f-3d5b765091bf,Mobile,iOS,2025-01-14,['211.228.217.18']
f1d07496-227e-4622-9de5-4da4022c126a,Mobile,iOS,2025-02-02,"['81.118.196.249', '124.178.63.203']"
13befada-ec63-4cd2-b840-59f99d186b78,Mobile,Windows,2025-01-22,"['92.183.3.87', '118.205.24.7']"
95e70081-51dd-488f-877a-a2eabeb24f4b,Desktop,iOS,2025-01-07,['166.237.234.96']
a6bdc285-aeda-42c8-adde-57dc1af485eb,Mobile,iOS,2025-01-03,"['78.212.124.204', '186.78.244.110']"
6ad4ab42-8519-4577-b563-d5d1856e05f6,Mobile,Android,2025-01-30,"['103.33.214.9', '177.154.142.177']"
6cb51c90-f550-4da4-b353-eb1c42d82bd0,Tablet,Windows,2025-01-23,['40.51.231.222']
381d7da2-6cce-4ae7-b857-d27944a8afd9,Desktop,iOS,2025-01-09,['88.134.190.22']
d867dbce-7078-47f4-867a-ae0acc537e80,Tablet,iOS,2025-02-16,['193.178.157.244']
e03c590d-b64e-434e-9d89-cd11a222a6cb,Tablet,Android,2025-01-24,['179.191.247.99']
89fb6b15-9340-47d0-b665-a0879a8841dc,Tablet,iOS,2025-01-26,['163.98.25.211']
bafc6d0c-3ab8-497a-bb23-3f269b8ac802,Mobile,Android,2025-02-13,['147.160.62.223']
ccf09822-d84c-4b6f-b802-c5204b7983e3,Mobile,iOS,2025-01-22,"['123.39.37.111', '49.137.120.68']"
9f3bf665-725f-436d-9b93-7fc7e6ffa1d8,Desktop,Android,2025-01-14,"['162.90.202.197', '202.20.249.196']"
b3544642-57ea-465b-b816-69f62f801934,Mobile,Android,2025-02-13,['115.107.13.171']
7efa6bff-2ae8-44e6-8947-ae2b0f3fb5fc,Tablet,Windows,2025-01-13,"['221.4.220.181', '4.168.42.62']"
ea59093d-e118-4897-94c6-836ec86d773a,Mobile,Windows,2025-01-09,['78.50.154.6']
fa17bd00-5535-4370-ab67-cceea5fa68f2,Desktop,Android,2025-01-09,['135.237.212.214']
2cf99221-7bbe-4019-8954-33880f9056d1,Tablet,iOS,2025-01-30,['31.36.238.19']
f3372807-9ac4-4429-9c4d-d51e58a7a003,Desktop,Windows,2025-02-06,['115.92.157.31']
28de415f-1214-41fb-a4e9-2275202e77a7,Tablet,Android,2025-01-28,"['208.171.108.88', '52.139.212.18']"
6fe0a026-9287-4400-9120-9b6e2cf288eb,Mobile,Windows,2025-01-30,['129.136.201.98']
dc02f6e2-14b3-44ac-8ac9-320ab0e6ee26,Tablet,Android,2025-02-05,"['56.207.155.25', '11.223.111.243']"
edec1e61-83e2-4dd4-afdc-846454ed7840,Desktop,Android,2025-02-25,"['103.60.168.38', '10.214.168.71']"
f626a0e1-3102-47aa-bbdd-2ef02fd0f47b,Tablet,Android,2025-01-12,['176.215.188.68']
26b4e332-0223-46a3-bf61-f1d298b522f6,Mobile,iOS,2025-01-17,['157.35.202.95']
da83e09e-787b-4bc4-8613-e1f4ce8d45ac,Tablet,Android,2025-01-25,"['158.180.190.70', '185.185.208.72']"
5c7cb400-2d54-48dc-82f2-198e1645c921,Desktop,Windows,2025-01-08,"['176.161.254.246', '121.106.48.236']"
c90f4eab-61ab-431b-81db-7fd4d964d6ab,Desktop,Android,2025-01-11,['222.22.161.54']
3598cce2-8797-472a-8d56-ed50b3d81dee,Desktop,Android,2025-02-05,"['171.10.105.35', '206.66.50.237']"
68ae0036-de76-4402-b489-8765ac8cd63a,Mobile,Android,2025-02-12,"['178.30.153.102', '187.131.194.95']"
132fe702-c3d7-48cd-9019-36f698893873,Mobile,iOS,2025-02-15,['202.7.135.7']
a18869d0-ce3c-4d9e-b576-c79417eb7915,Desktop,Android,2025-02-23,"['128.113.142.248', '179.240.46.23']"
db74a8d9-eba7-406b-b630-0a2e0caa3d4b,Tablet,Windows,2025-02-11,['12.184.57.9']
f57e3502-0709-4efc-908c-e6041e6bf0d2,Tablet,Android,2025-02-21,"['103.166.17.35', '165.50.143.222']"
9f99c026-d785-4d1c-abc3-815d0103342f,Tablet,Windows,2025-01-16,"['100.248.7.11', '86.146.43.219']"
4668c3b1-d695-410e-a0a8-40aeb0271c61,Tablet,Windows,2025-01-28,['69.79.15.213']
0a3190f5-4cde-4462-b456-eea43d1edc23,Desktop,iOS,2025-02-07,['197.19.41.254']
101221c4-f6b3-4a6f-a941-fbf3ae13418f,Desktop,Android,2025-01-16,"['149.189.34.36', '152.195.91.26']"
a632729d-9985-4330-8b20-c20312110517,Tablet,iOS,2025-01-22,"['37.78.51.208', '32.50.84.110']"
587cd7f0-73cd-44b4-b3a0-a355bcc4eb1b,Desktop,iOS,2025-02-24,['154.201.134.84']
63739e81-4cd2-4cec-8e20-d17634c96171,Desktop,Android,2025-01-26,"['155.176.178.64', '117.36.64.216']"
d96e19d2-21b2-4bf3-a040-f3df73149311,Mobile,iOS,2025-02-17,"['110.24.245.25', '6.151.17.232']"
8a680b2c-777d-4679-bc94-40d6bd5442fb,Tablet,iOS,2025-02-02,"['75.80.90.127', '117.156.97.216']"
8242f949-6355-4e57-bb21-8c14e62de7a4,Desktop,iOS,2025-01-02,['29.84.185.14']
83eda062-0e09-4764-a225-fac8c53c0fa4,Tablet,Android,2025-02-10,['193.149.155.220']
50357b4e-19ef-49d3-bbc7-979b9a7fe94e,Mobile,iOS,2025-02-01,['223.242.177.106']
1c594a8e-edcf-4198-b191-309922c72608,Tablet,iOS,2025-01-16,['38.127.252.3']
1f76552f-c0b8-4d97-8a3a-e53515e0fde5,Tablet,Android,2025-01-01,['30.127.1.191']
91ed55dc-36f3-4409-b1f4-534fc7e85c30,Desktop,iOS,2025-02-14,['41.181.144.23']
25e71895-ee3b-4d73-af60-1abe177ec80f,Desktop,Windows,2025-01-21,['215.20.249.106']
520722ae-6950-47b5-a0bc-4e3d780710cc,Tablet,iOS,2025-01-03,['146.155.213.131']
1ca8d806-a73b-4c62-b760-06c0d9427972,Tablet,iOS,2025-01-02,['221.161.54.232']
ac353596-db0f-4d59-a3e6-f6e83d038411,Mobile,Android,2025-01-25,"['55.30.130.170', '216.28.30.249']"
6486f0e0-09da-4c12-acfa-5b4a71ddc03a,Mobile,Android,2025-01-24,"['78.209.90.57', '20.250.121.85']"
058385be-e553-474c-996a-d1b635107b9e,Mobile,Windows,2025-02-25,['136.107.26.226']
2291e10d-f921-42cc-b691-07138894318d,Desktop,Android,2025-01-06,['214.107.134.185']
1f398932-865c-4ea1-a69b-b2cf1a227bb1,Mobile,iOS,2025-01-15,['184.57.90.242']
cb2b992b-8899-4791-8898-5a3fbc95aab3,Tablet,Android,2025-02-22,"['196.153.248.4', '128.46.160.221']"
2184b615-4d96-4608-a7fc-1822d27c353f,Mobile,Android,2025-01-05,"['27.107.94.190', '56.53.200.8']"
8039e6c5-48b0-42a3-ad62-8bb6587ca79c,Mobile,iOS,2025-01-09,['114.148.131.129']
260671f4-5d54-43c3-a42e-68ad5fa19814,Desktop,iOS,2025-02-06,['103.125.161.52']
2353e9dd-7bb4-425d-beaa-9c70f2bd0a72,Mobile,Android,2025-01-30,['56.253.97.252']
5bbffad5-fc1e-474d-a2ef-8b496af72c09,Tablet,Windows,2025-01-12,"['46.109.88.129', '100.206.84.146']"
44eaf21a-8749-4b42-99cf-e64d57eeef9f,Desktop,Windows,2025-02-08,"['30.204.62.145', '137.1.28.200']"
76028d37-f536-4fb6-ae32-d96bcfa5fe5b,Mobile,Windows,2025-02-06,"['23.194.139.218', '223.190.107.128']"
c89b0e8e-db17-495f-96ed-6a6caf3e210f,Desktop,Windows,2025-02-09,['115.53.169.206']
6a30b700-5c88-47ff-89f2-75821b7f549e,Desktop,iOS,2025-01-16,"['147.89.176.72', '93.70.81.210']"
4cb81031-5b78-4dc6-b41e-7f736815806a,Desktop,Android,2025-02-01,"['135.147.142.148', '115.62.214.234']"
7e743efe-52c6-4b7c-9676-377fac3770b7,Desktop,Windows,2025-02-08,['73.39.25.8']
419b6ee7-e9a5-4c21-b18a-3e18a1d2e517,Tablet,Windows,2025-02-05,"['74.19.203.143', '18.4.119.230']"
e66df786-c10e-4c02-b680-5eaa08947cbe,Mobile,Windows,2025-02-11,"['36.5.121.40', '125.162.149.82']"
724a68f3-0804-4f48-bb0a-2a7470fedc0f,Mobile,Windows,2025-01-26,['4.183.221.128']
c731523c-8b63-4afc-a35a-ab9020487be5,Mobile,Windows,2025-01-29,['155.29.79.238']
6a82a639-126b-4c20-9c48-6a7e1747e080,Mobile,Android,2025-01-07,"['95.141.32.210', '73.123.245.158']"
df5ec51f-e824-4f1a-be45-e10912e07e5a,Mobile,Android,2025-02-17,"['103.21.19.176', '121.235.203.95']"
68e9482d-60dc-4dbd-9525-c5ed2fcf8ea3,Mobile,Windows,2025-01-24,"['48.205.138.19', '102.200.88.24']"
1e38da09-2728-494f-a0d0-c2d6024258dd,Tablet,Windows,2025-01-04,"['34.228.7.101', '171.200.232.89']"
1c3f959d-b042-441e-8848-c46bf2434d05,Desktop,Windows,2025-02-09,"['200.121.216.100', '21.212.235.37']"
b5ad9527-69d3-4edc-91b6-e22cd521bd3a,Desktop,Windows,2025-02-25,"['173.243.201.107', '129.174.45.112']"
aeca94aa-1717-408b-b74f-4d7cac27f5cf,Mobile,Android,2025-01-01,"['36.100.120.91', '69.207.8.193']"
9f419b1e-5c79-4c53-b4ed-771fa8dfad31,Mobile,Android,2025-01-04,"['185.61.169.214', '14.67.46.114']"
9de137b4-2064-41a2-a5c6-83df89b8c44e,Mobile,Android,2025-02-22,['211.145.233.239']
4932d1b3-5c17-48da-b33c-699ff3bc4038,Desktop,iOS,2025-01-25,['68.29.253.133']
6b39f533-f817-43bf-b5ab-2565ef3b16b9,Mobile,Android,2025-01-03,['110.50.173.246']
012fe369-b247-422d-83d9-dac8397c650f,Desktop,Android,2025-02-10,['220.240.6.62']
a1a4ac41-9019-4e6e-9d0b-673848421987,Tablet,Android,2025-02-23,['215.190.248.137']
95d2b2fd-60b7-458b-9b6e-bcf1f6ac0e6f,Desktop,Windows,2025-01-04,"['205.36.131.64', '34.2.17.114']"
35d4602d-6b01-4560-b0ac-d7a58441b7f3,Desktop,Windows,2025-02-18,['199.53.27.144']
c89b14dc-f442-46a7-b0e4-14fee39b0909,Desktop,Windows,2025-01-05,['90.141.47.13']
d7d12f49-eebc-4c18-8a07-b7e44acfda47,Tablet,Windows,2025-01-28,['142.195.15.208']
f1e9a896-84c5-4757-a161-81de93738096,Mobile,Windows,2025-02-14,"['90.227.59.194', '159.0.9.32']"
7b427e39-0224-4722-a183-13d8b9fc3f3e,Mobile,Windows,2025-01-24,['53.58.165.219']
8700a37b-31c2-46fd-9d31-fb2c4781586a,Mobile,iOS,2025-02-18,"['168.74.168.166', '48.188.171.167']"
aa07418a-ba2f-4198-8fbe-544165937180,Mobile,iOS,2025-01-24,"['21.93.192.21', '171.207.141.207']"
dd2c0907-5492-4aeb-9e2e-7abc60d499be,Mobile,Windows,2025-01-20,['103.191.208.121']
3920c80f-7d71-4005-abbe-3d37f63759b1,Desktop,iOS,2025-01-29,['181.69.82.97']
974d95a6-f40c-4bf3-bb20-3f9f32bdb865,Desktop,Windows,2025-02-01,['207.87.28.222']
e25a43bd-4d7e-4a18-abed-f35f6949f036,Mobile,Android,2025-02-09,['202.53.161.216']
8607aed9-8154-4765-8f94-7a1206157d84,Desktop,Windows,2025-01-07,"['114.166.81.138', '112.166.21.129']"
10ae0746-b9f5-4c6b-894a-4ffc06c754dc,Mobile,iOS,2025-01-21,['53.226.165.202']
3c93d098-b6d3-492d-813d-eb775113fed5,Mobile,Windows,2025-01-11,"['132.192.196.153', '108.83.8.107']"
5d1144fe-d2ad-4b32-876d-71a6194a9768,Tablet,Android,2025-01-14,['95.183.157.123']
f31b62d9-1954-482b-9a2e-cec6017e14cf,Tablet,iOS,2025-01-25,['33.238.2.183']
befe02c6-8352-4895-bcae-34cb58be5571,Mobile,Windows,2025-02-01,['151.195.34.182']
7ed1d52b-7aef-40de-bd20-49d8688d6ed8,Desktop,Windows,2025-01-12,['216.17.113.150']
cf34ce72-5b56-4cba-9d85-b7dc72e6476f,Tablet,Windows,2025-01-29,['213.139.219.175']
560147e6-65fd-4f9d-8ed8-d56d68ad6105,Tablet,iOS,2025-02-22,"['52.15.37.2', '207.198.109.68']"
9f6f46af-9896-426a-95b5-d705965a8fe2,Mobile,Android,2025-02-25,['164.50.104.198']
fa3f41b1-0606-4ceb-8e46-f530565f5a69,Tablet,Android,2025-02-04,['46.171.228.96']
cf20398b-7bc9-45cc-ad20-4a5a7c2b6422,Desktop,Android,2025-01-29,['93.164.129.165']
0031da6f-f343-4e5e-a8de-d23160465070,Desktop,Windows,2025-01-30,['101.214.49.194']
6f52706e-5bdf-4943-a985-847fcff6d793,Mobile,Windows,2025-01-28,['200.50.58.125']
33032afb-4028-49fa-b88b-e35c37cfef88,Tablet,Windows,2025-02-19,['60.17.34.66']
837d18bf-de26-4bc7-83db-efe17b3680c6,Mobile,Windows,2025-02-17,"['76.166.185.158', '170.154.77.151']"
9abdb1d0-e38f-402c-8139-270d49cf8cdb,Tablet,Windows,2025-01-20,"['164.175.137.17', '200.63.217.69']"
52b49a7f-4f9e-43cd-af53-19a1e76e2f9f,Desktop,Windows,2025-02-13,"['83.64.160.53', '216.2.6.249']"
8be0c23c-c334-4844-ba95-2601ce36c775,Desktop,Windows,2025-01-14,['179.18.167.4']
8945445f-e056-469c-9d0c-b335fef7f9eb,Tablet,iOS,2025-01-12,"['89.73.121.105', '180.28.159.66']"
4c00f0ae-f2d2-406d-a5cc-1c7acb555414,Desktop,Windows,2025-01-27,"['129.206.54.12', '102.126.211.136']"
73bdf715-9092-4204-b560-85f680414959,Desktop,Android,2025-01-07,"['158.206.215.203', '103.239.66.246']"
4ab82aae-79a4-47ec-b91b-da2fb02120dd,Tablet,iOS,2025-01-05,['44.184.16.6']
3cae29d2-23a8-434b-bb3e-c7f914e841af,Mobile,iOS,2025-02-01,['168.154.59.22']
9e222dfc-5745-4996-b7db-f858262ceb45,Desktop,iOS,2025-02-06,['64.35.227.184']
3d32df94-74f3-49a0-81e3-fac3593183ae,Desktop,Windows,2025-01-19,['82.229.190.68']
353bf47c-3fcf-4c9a-8361-3fb44ca09769,Desktop,iOS,2025-01-30,['31.97.177.124']
82ebfee9-2cb4-4d98-a739-0e92cee6d2b3,Mobile,iOS,2025-01-23,"['186.176.17.132', '85.28.137.117']"
08285ac2-a89e-40fe-8e40-7cf60b1e7912,Tablet,Windows,2025-01-16,['131.63.51.244']
4475dec8-792f-45d3-b06e-52e4147616f4,Desktop,Android,2025-01-09,"['107.232.27.85', '87.234.197.240']"
39832975-d8ca-4c55-a890-665da9f79b14,Mobile,iOS,2025-01-28,"['153.94.111.250', '115.220.246.125']"
bdc09a35-239a-4fae-967a-fe9bebefff7f,Desktop,iOS,2025-02-20,"['65.12.96.34', '94.253.132.70']"
036d2522-00bf-4d44-9586-2e3695396a53,Desktop,iOS,2025-02-16,"['171.147.255.147', '99.160.224.184']"
a99b1952-8e60-4050-b277-b2064a428996,Desktop,iOS,2025-01-04,"['163.238.155.155', '193.37.161.18']"
6e945179-a7bc-4ded-bbd0-91b79399aab4,Tablet,iOS,2025-01-09,['210.72.166.188']
77f03856-722b-4847-b31b-8554539024ce,Tablet,Windows,2025-01-27,['181.56.154.255']
73b27e36-9637-457b-be55-f465ca3daec6,Mobile,Android,2025-01-30,['183.234.251.250']
f263c77e-16a1-484d-a8a9-f8a7ff1adaa8,Tablet,Android,2025-01-09,"['86.158.110.155', '19.51.223.112']"
a15a2560-91b0-462c-9de2-e1420302b6b8,Desktop,Windows,2025-01-17,"['70.206.85.51', '69.222.141.214']"
4300b168-76a8-47a3-a167-5aba0e33c899,Desktop,Windows,2025-01-03,"['187.45.247.237', '197.84.80.52']"
831df13f-6042-40c4-b3ef-6025bdc848ef,Mobile,iOS,2025-02-03,['59.216.163.109']
e1086cb0-8763-457b-a010-d13ab2633d2b,Desktop,Android,2025-02-08,"['107.164.63.224', '168.102.210.51']"
16ce00e4-d7f5-46f6-b156-6504e89cd9c1,Desktop,Windows,2025-01-21,"['106.93.251.129', '208.51.182.176']"
13950adb-1f0a-441e-9ff1-5a63cd0affab,Mobile,Android,2025-01-20,['166.22.241.192']
68857055-cae8-4b8f-87ce-fed9a0061c5d,Desktop,Windows,2025-02-19,['46.218.178.10']
ebad5f42-ac04-4d29-80cb-609590dce01d,Tablet,iOS,2025-02-12,"['69.178.251.236', '26.197.124.228']"
58a6a95f-bb92-4c93-98e1-88a16fdd9c67,Mobile,iOS,2025-02-11,['36.231.102.111']
ec9eb7e5-f0e0-4d7b-a2e4-9ec87093af62,Tablet,Android,2025-01-18,"['155.131.192.113', '190.42.159.192']"
d29058ed-5248-4b27-bd9d-538b63ec1ba3,Tablet,Windows,2025-01-22,['223.98.3.243']
38fdd646-10de-421e-aa4a-0a237581572a,Desktop,Windows,2025-02-07,['109.136.8.124']
c8614882-d3ce-4f16-9254-21d6f209f9b4,Tablet,iOS,2025-01-03,['64.19.148.21']
