customerId,deviceId,lastAccessed,ipAddress,deviceType
7a0e7310-59b7-438e-a385-968c612f68f3,0fdca68b-7ebf-476f-a539-6eb6d0bbf619,2025-02-20 21:51:05.875911,71.84.234.174,Mobile
b18bd5ac-ddc9-4f3a-8d1d-98b69e945d8c,9ef43cc9-7412-46be-83ba-d4e0fa76923d,2025-02-01 03:47:40.919625,188.54.35.242,Desktop
2a40e5d0-27ed-4e2d-8863-c49d154cb258,520d2bc0-b4c7-4e03-b144-0240cad5484e,2025-01-27 03:35:50.826629,89.4.0.162,Desktop
b37a5d8f-d6c7-455f-aedd-94f6985609cc,0732ab76-02b5-4645-820d-5ef697fa07c4,2025-01-08 03:56:33.802429,80.205.231.191,Mobile
2bf0a956-b0fc-4ef5-a916-ec13071534f2,62d35416-84a3-40c2-8b7e-6e4b00d37ddf,2025-02-17 03:13:15.767413,223.93.137.216,Desktop
7ef98455-d3b9-4009-99cf-fe66a887dc48,724a68f3-0804-4f48-bb0a-2a7470fedc0f,2025-02-24 18:56:26.124391,78.230.167.180,Mobile
91aa40ba-0f24-4b8c-8fa9-809fa55f42bb,87872ddf-2d8f-4c03-8e07-0177e6f7c4d6,2025-02-04 02:10:56.362472,99.255.70.212,Desktop
98765f74-3fd8-4c69-83ec-398244f9bb38,82ebfee9-2cb4-4d98-a739-0e92cee6d2b3,2025-02-02 23:08:16.413788,121.106.140.191,Desktop
c29e4fd3-f36c-4fea-af47-6ba333d6c0cf,6ad4ab42-8519-4577-b563-d5d1856e05f6,2025-02-20 06:04:34.912321,218.172.168.93,Mobile
d8017ed5-ee1c-4646-9ed7-cb6547748c69,78e55bd5-7620-44c1-9e5d-d75c30337814,2025-01-30 15:30:11.224849,167.145.119.188,Desktop
8d0036ee-3595-4348-bdb5-ac5876097312,0ee7e8fd-a7b7-40a7-b90a-0aa2bb027f3a,2025-02-14 14:57:20.540111,155.192.220.108,Desktop
7ecc3090-a3a2-4eee-a7d9-9a39cb5d5fd5,b291f765-83ac-4933-8f24-5c925675fb1b,2025-01-05 15:03:31.679917,26.147.119.185,Desktop
87eef017-2085-4c5c-a337-2cf43014189e,39832975-d8ca-4c55-a890-665da9f79b14,2025-01-22 16:02:23.745935,175.175.63.63,Mobile
fdd71155-6024-4044-bf7a-33cba5d4c1ac,6a82a639-126b-4c20-9c48-6a7e1747e080,2025-02-19 20:46:06.978869,52.30.128.245,Desktop
f46aaa09-b3f0-4c61-9c22-d48a0ca6e90b,079314df-e500-47ed-a2e6-2b70fcc5214e,2025-02-12 10:36:39.074078,178.206.148.180,Mobile
0cf43258-57dd-4014-9364-6b0f06ddaaa3,9be7ada0-d2e1-44b3-934f-622f8e255d32,2025-01-24 09:34:46.458768,204.163.2.230,Mobile
22e95cb9-2890-4b23-ad1e-3a67da11d455,edec1e61-83e2-4dd4-afdc-846454ed7840,2025-02-03 16:56:03.732803,171.118.243.204,Desktop
e87e0f66-a231-4800-9a47-98569e80e7cf,82ebfee9-2cb4-4d98-a739-0e92cee6d2b3,2025-02-11 10:47:38.238906,213.243.227.219,Mobile
552e9efc-51bb-4124-8f25-2279390c3adc,f0e125df-9851-4428-a87a-500fab4cdbbc,2025-01-19 12:35:41.933267,190.43.213.242,Mobile
0f2a0b14-0d4f-4e55-aea1-b5505b506ef4,434a41ce-a658-44b5-ad25-cc403d363ea6,2025-02-24 10:35:04.018637,83.137.62.121,Mobile
dba75944-74d9-474e-8ccb-c4a4d3eb7856,cf96f31f-57c6-4cfa-8dbe-16b0cb5a81a7,2025-01-14 23:20:47.969990,159.191.139.163,Desktop
2e80d038-6dfe-4c83-9026-56ec76663c5d,144f0686-7b2e-492c-aa96-1045808fc6d7,2025-02-06 21:31:45.601300,6.170.212.173,Desktop
b7def571-ca4b-4dba-b992-b11d19cac73e,05246661-4241-4056-9103-c8d9515f613f,2025-02-13 16:26:20.335005,34.33.108.228,Desktop
dbb8067d-4ab7-4053-8965-a9659914656e,72e2d9e6-fedf-4422-bb18-9dc99e1b4e80,2025-02-13 12:44:03.159486,212.235.97.231,Mobile
37309f1f-e16e-4ec0-8252-fa2a3923d42e,91ed55dc-36f3-4409-b1f4-534fc7e85c30,2025-01-15 05:52:00.146960,90.246.214.254,Mobile
ce08fda4-3160-4076-bcc9-e4a37ba55ed3,e0bf4541-51d7-4659-b5cb-24437123a413,2025-01-18 03:35:07.281998,53.48.225.56,Desktop
c6f34b1f-2203-454b-a4e7-634c42f8db69,feeebcfc-13b9-4b39-acd9-adcbc3e60117,2025-01-26 07:41:16.973692,37.66.185.220,Desktop
dba75944-74d9-474e-8ccb-c4a4d3eb7856,6486f0e0-09da-4c12-acfa-5b4a71ddc03a,2025-01-29 00:17:48.801455,195.35.71.92,Desktop
6a9305b2-0ef4-442d-bde2-1614219df558,b81364b7-a73e-47d4-914c-872b015e4076,2025-02-07 17:40:16.694302,203.15.100.183,Desktop
84cca225-8a8a-4eb8-9d38-65fabd8a624e,68ae0036-de76-4402-b489-8765ac8cd63a,2025-02-20 18:09:50.248408,195.72.151.31,Desktop
1c64376c-1b34-4bcd-aafc-29b8e5de3d5c,edec1e61-83e2-4dd4-afdc-846454ed7840,2025-01-19 21:14:26.867002,157.82.162.191,Desktop
7feba289-b2d8-4dd0-8e65-bdf7d4005097,ec942981-13b0-4819-b44f-a9cc0473bffc,2025-01-28 07:03:11.680289,143.42.163.184,Desktop
2898d48c-9057-4c39-9bd8-598819145d85,bdc09a35-239a-4fae-967a-fe9bebefff7f,2025-01-11 17:27:38.869401,33.247.138.230,Desktop
cc578972-c0b7-45b3-92d5-eb690e6e140c,0ee97ccc-b9ad-498f-a0ed-73d9e7067ed1,2025-02-03 10:34:07.184860,27.166.10.58,Desktop
b0522849-da93-409e-a34a-80a8dcf280c1,e44f7b7e-2904-4ecd-9829-e1a0ebfc98f5,2025-01-30 20:00:34.548209,89.91.184.34,Desktop
bafdae0f-c08e-4065-ab66-c99a4b31872e,b81364b7-a73e-47d4-914c-872b015e4076,2025-02-26 07:43:19.898424,63.42.3.58,Desktop
52862769-d851-404d-ba55-80ba6702c1e6,a18869d0-ce3c-4d9e-b576-c79417eb7915,2025-01-10 09:08:34.369502,59.253.64.229,Mobile
26036c5c-719c-49f1-8349-a38acee437cc,ad41d24f-0468-448b-ae41-ee60bfda4e65,2025-01-10 13:33:26.949077,196.239.38.125,Desktop
85b6bcae-8f08-42dc-9002-66c4f70aa175,44f8cb0d-7f1b-4a62-91d2-94ae8d38d2b2,2025-02-01 13:13:15.077322,182.164.9.44,Desktop
0c23dca7-1375-4d70-b5d6-a2e4ed0ef3ff,a632729d-9985-4330-8b20-c20312110517,2025-01-17 09:34:56.630663,102.225.9.163,Mobile
40ff83eb-ee59-4c73-ae09-130dc3b0f511,11423150-e22a-44c4-8e73-cb9e7aa017d8,2025-02-12 17:47:38.856162,69.24.76.132,Mobile
ad1804c2-1bad-4193-b520-ee7ad9ab58b6,4b8bd3ac-118c-4d4d-a201-8a333f498edb,2025-02-26 09:49:23.841220,50.141.116.12,Mobile
cd883975-4d36-430f-b287-74869d8742ee,05246661-4241-4056-9103-c8d9515f613f,2025-01-13 00:07:47.557857,2.150.106.73,Mobile
b18bd5ac-ddc9-4f3a-8d1d-98b69e945d8c,68e9482d-60dc-4dbd-9525-c5ed2fcf8ea3,2025-01-21 19:25:52.797101,89.7.173.98,Desktop
428a3afa-0539-48c4-bf55-f7e1b6a56a51,d79e4ddd-d674-44fa-9dd9-5c50b95932fc,2025-02-02 01:46:22.570493,122.227.223.124,Desktop
1b8b28fb-ba63-4e8c-a36c-7f40b69fcb92,8d99b3ff-d5ee-44a8-87ca-3e85c3d28186,2025-01-21 20:36:51.585494,207.9.62.191,Mobile
091060b7-7bb1-40b4-8438-5e3c7667c2cd,df96583a-22be-4259-bcc5-4b4987874329,2025-01-13 05:29:38.557298,168.229.52.245,Desktop
7605651e-41a5-48ad-9f7b-a55a48037904,34de7703-f19b-4c8f-bf68-92a481b6c6b3,2025-01-20 16:53:48.225373,98.86.225.30,Mobile
2bbf8508-47a8-4e57-8e4a-644bb462ee21,1dbe18ca-5e37-4097-957f-4b44168c0d7d,2025-01-13 02:52:25.279047,68.38.213.105,Desktop
922e077e-4d82-45c4-a4c5-a66de4e18614,5d4da68f-c31d-4527-966b-1bd9bc6aa7a1,2025-01-02 01:05:46.339335,203.120.188.110,Desktop
e5e1d81c-efd4-4f08-92a9-1f225d4526e1,3fd83d4a-2cc0-4e10-96d8-1c020c736b50,2025-02-05 03:41:26.883723,2.71.233.98,Mobile
b0522849-da93-409e-a34a-80a8dcf280c1,613c4ca1-98f0-43dc-b6c7-9e83713e355d,2025-01-25 13:50:04.577488,139.195.6.245,Desktop
aaa42937-c3f3-4c4d-b3d3-437c6213cc23,d58085cd-6312-44ee-a105-86b1bc722112,2025-01-10 06:14:43.204161,166.203.251.7,Mobile
cf8fa68c-12f2-4e86-b73e-07fe1694e082,6f52706e-5bdf-4943-a985-847fcff6d793,2025-02-17 13:35:57.160403,56.106.180.105,Mobile
2d711253-0480-4033-8c38-661452e54a65,78e55bd5-7620-44c1-9e5d-d75c30337814,2025-01-17 20:46:02.066623,139.13.118.49,Mobile
0e912ae4-2113-4d4b-854f-da67b665b38f,02441975-e815-46b4-a4d6-f20256c10893,2025-02-15 21:27:38.528109,44.163.12.151,Mobile
f7a7d858-aa4f-4971-8c65-aabf607669b3,5c616fff-8c65-4437-bf35-88fb38f3e73a,2025-02-17 10:11:03.655172,180.45.213.43,Desktop
e4f3b842-e061-4014-9f87-b43033d451d6,d8cc623f-ff2c-48a8-abf2-aef5cace3a66,2025-01-03 02:03:31.825033,124.103.219.18,Mobile
f369e4d4-8e88-4dec-ad4c-b6ad2cbd1090,bfd74fad-943e-4ebb-ae5d-ca3c54f470af,2025-01-16 21:44:54.235792,62.221.170.160,Desktop
2331d259-90a4-4b5d-b019-b65b009d0939,50357b4e-19ef-49d3-bbc7-979b9a7fe94e,2025-01-28 15:08:46.289762,93.248.76.224,Mobile
ab71fbe7-a0cb-4883-b4b5-5474e9b783dd,9679ec0d-1dc5-4988-a423-de118f750fcf,2025-02-04 12:20:18.226781,197.55.225.36,Desktop
b36084a8-e899-4025-a2d5-affc3a70f2cf,937c65ec-d5c3-433e-a6df-ad6124dcd004,2025-01-28 07:35:13.682598,3.182.180.80,Desktop
2ed88072-4a75-4cc7-82f4-d6b4e38b8c91,c6c4cb62-b8c5-468d-9d6d-b014b0bac61b,2025-02-20 15:54:13.250164,19.81.172.117,Mobile
c8ca82f2-bbd1-4817-8924-05347955d73a,e934f3f0-6d48-4216-9325-6e54c1708d8c,2025-02-13 18:43:37.545845,115.85.155.242,Mobile
4dc8ec1f-dffc-45d9-9a89-e82206d91702,a0d7c8b3-2b92-4b68-ab4c-76ce2d83a650,2025-01-09 20:35:38.657061,148.71.75.30,Mobile
0a5702e6-3fbd-4429-92aa-599a0a7cda6b,4fbc1845-c439-41c5-9c41-e2e41b73cc6e,2025-02-09 18:09:02.569908,84.226.104.195,Mobile
ed01fe44-d7b1-429a-a5d8-521b4ae7bcfa,5df04572-d80c-4ba1-a2b0-fe49e74e5b65,2025-01-13 07:24:08.627296,79.141.239.81,Mobile
6d577833-0e52-4373-aaf8-a97ca6a6b984,fd45e9b3-5ec2-47c8-8f95-3cede997e7ec,2025-02-07 03:45:57.588934,133.87.90.88,Desktop
fe8ffdb3-fcf8-4d93-b8fa-08380f79d0db,b579713a-c56c-4e86-803c-2971c211b289,2025-01-30 11:26:26.114058,151.219.245.118,Mobile
764279f7-aa09-4d25-adac-4bdff476bdb7,8b279f2d-a1c4-49a5-85a3-0654de162f2a,2025-02-09 16:20:50.242266,158.243.199.209,Mobile
5e3fe12b-ac5a-4d65-aba0-6830b425ec83,a18869d0-ce3c-4d9e-b576-c79417eb7915,2025-01-13 21:23:36.518686,34.192.213.228,Mobile
55322976-c5b2-46b3-b7f3-8bea83bb5ea4,1e38da09-2728-494f-a0d0-c2d6024258dd,2025-02-09 16:19:15.379472,72.71.44.199,Desktop
80210f5d-9c75-44ba-a652-408fe8e44f65,3b35275b-b312-40f0-85bf-f6d423f455b4,2025-02-17 05:42:48.339414,22.187.22.88,Mobile
8d7bd718-5293-40d7-b767-94711d194b00,56a1a5ee-5cc5-48b6-946f-10c662a4c7fc,2025-01-17 19:51:35.059083,159.71.118.188,Mobile
a8984533-2e1f-47fc-bd5c-2ddf5da00844,656bccb0-0291-4fee-bf4b-3f7f053d039f,2025-02-11 22:20:15.587783,185.50.137.124,Desktop
3fc71b66-3abc-4ac1-b0c6-8874f86340f5,816ae339-183e-46d8-a67d-b04accd14200,2025-01-09 05:59:08.254879,182.4.14.135,Desktop
7b68f70c-60c3-43b3-8ee0-2cb5be099255,82ebfee9-2cb4-4d98-a739-0e92cee6d2b3,2025-02-13 02:08:02.131493,219.126.153.106,Mobile
c65a2849-78da-431c-91ca-0b205379a2ac,ebad5f42-ac04-4d29-80cb-609590dce01d,2025-01-20 01:34:47.294178,109.122.181.191,Mobile
37633873-3fdb-4e98-9f84-b59a3253d3ed,41e0cfbd-7476-4e1a-b9cf-e3b946cb432c,2025-01-19 06:03:14.704919,42.47.224.185,Desktop
f8d5b829-a681-4016-9869-24cb856e79b8,6cb51c90-f550-4da4-b353-eb1c42d82bd0,2025-02-16 14:05:20.375163,31.26.146.107,Desktop
52286129-0716-4727-93f1-f282bf565175,d42c9a0d-52ee-4c96-80d5-1d28d0a371c0,2025-01-26 18:04:28.486790,136.216.47.44,Desktop
be047226-300b-4169-a538-17f66c0c8c52,fb14896e-a63e-46b5-991a-c3b1aa75f529,2025-01-05 20:45:22.107144,22.185.109.76,Desktop
6934578c-d5a2-4e92-b5ad-9bd1b15bca23,67a56c70-4b95-4e59-be73-1541065ca8ca,2025-01-25 04:45:52.799427,180.132.235.8,Mobile
23d928ea-aeb2-401a-91a8-1e99f3338ff4,743cafbd-c369-420f-84db-4117506b1b34,2025-02-10 08:00:38.210860,144.26.238.146,Desktop
b711c627-3d8c-4749-b444-4712a0e8f7e2,d25a0a6d-188f-4876-af3c-74eafc2b8e57,2025-01-28 21:33:31.486315,190.98.118.163,Desktop
221cf74c-6da6-439c-a682-c2e823083ad9,a632729d-9985-4330-8b20-c20312110517,2025-01-08 00:46:55.664853,218.250.179.242,Mobile
2ff3ac62-9d65-4bfd-88b4-b3d514a755cd,7bce1938-c996-424c-910c-4b0fa1404c74,2025-02-09 14:16:55.188059,145.121.161.101,Mobile
a7823163-1c24-473c-a4a5-fa7d4f400129,afac4c7a-64b4-4a16-a9d2-98964a9d5933,2025-01-27 05:31:46.457384,196.250.114.190,Desktop
752b3a32-78fb-47c1-876a-712df14d5b18,c9a408ed-6b77-4200-9bff-143cceed6720,2025-02-20 15:34:27.535815,196.149.79.53,Mobile
84dba936-cd87-436a-af26-5ff5a5ceaf3d,101221c4-f6b3-4a6f-a941-fbf3ae13418f,2025-01-23 22:05:19.174139,112.250.164.73,Mobile
005e502f-6370-46c4-b0d2-4804fba81975,6e945179-a7bc-4ded-bbd0-91b79399aab4,2025-02-05 02:18:26.805557,12.141.223.92,Mobile
68058082-0baf-4fbf-8125-cb53919a8b6e,b3888bfa-0293-498a-ae47-ac9dacfb9a62,2025-01-30 07:07:16.038864,208.80.63.89,Desktop
9cd9cd7e-c1d6-4de3-81dc-c6b0dad4cfab,e25a43bd-4d7e-4a18-abed-f35f6949f036,2025-01-31 20:53:26.614676,136.59.73.27,Desktop
19551841-7ea2-4a57-8ffc-3c30bedd66bb,4f4008bd-40ff-41ef-9c67-34f31d757665,2025-01-05 14:55:50.614806,120.7.186.80,Desktop
3a707948-c192-4664-93cd-834fdcfab1b6,6b39f533-f817-43bf-b5ab-2565ef3b16b9,2025-02-08 03:13:17.692472,76.114.38.204,Mobile
95415798-a6e2-4ee4-96b5-c398eaa89622,5b7ddf40-164d-455f-832b-e2648a2614c2,2025-01-24 11:46:40.599591,36.44.188.186,Desktop
410805ed-7419-454f-aae0-17e295c3543c,e604389d-6bd1-46ca-b169-748380d44813,2025-02-03 15:28:30.526290,146.158.169.159,Desktop
d62765d1-8711-4fd4-a9ff-170f35b63fc1,b4c82953-4072-4ff2-8465-c3f8f457088f,2025-02-01 07:32:49.835443,67.99.28.204,Mobile
b2ae52fd-fbe4-48d7-a714-c82189467ac0,5422238d-6bde-4f2e-a1a6-ad707934ae37,2025-02-22 00:00:10.766263,54.1.131.192,Desktop
fe9b4dc8-e2c0-4436-905d-7748d431fe55,5dcc08f3-cbb0-45e0-8203-a537b854becb,2025-02-11 02:03:49.540325,62.232.28.60,Desktop
4e34d735-a848-40d7-ae3f-bf15d3893d12,858806fb-9634-4400-8b2b-fa2b600f4c2e,2025-02-01 22:15:40.296710,214.252.146.34,Mobile
e593b53e-095a-49a2-a743-c29c0064c1e5,8039e6c5-48b0-42a3-ad62-8bb6587ca79c,2025-01-15 22:33:45.047635,185.248.87.44,Mobile
9560c626-cb44-4b41-8e6c-98b43fb6c3bd,ea59093d-e118-4897-94c6-836ec86d773a,2025-02-15 09:52:18.544410,55.63.242.90,Desktop
3d6d03f8-2742-4106-92ef-8b515bbf090b,95d2b2fd-60b7-458b-9b6e-bcf1f6ac0e6f,2025-02-18 23:01:18.219418,187.50.214.138,Desktop
b9abb8f4-01af-465a-be75-9a61dfde2169,dc02f6e2-14b3-44ac-8ac9-320ab0e6ee26,2025-02-20 04:35:02.251850,215.150.47.11,Mobile
c4df307a-185f-43be-9b2e-fedba7a31210,5df04572-d80c-4ba1-a2b0-fe49e74e5b65,2025-02-03 23:55:27.153518,49.128.183.0,Mobile
ed1172be-772e-4a40-95bf-bdd4f57f9aab,44ebf865-6032-4e80-8dde-0d42d7a50fa6,2025-01-31 11:14:56.856042,42.60.248.58,Mobile
85820421-817c-4cdb-a192-dd79ac3ff194,132fe702-c3d7-48cd-9019-36f698893873,2025-01-22 09:00:08.250529,132.163.127.73,Desktop
350c91f0-bf9a-4c77-8f52-683fcc028cc2,ea8c913d-6120-44c9-b10b-2f82f3d8d660,2025-01-20 03:52:54.271882,96.167.97.46,Mobile
643762be-f2ad-4620-89cb-c2c4255739d2,835becb4-49ef-4f64-b6c4-59aa5e8fc1b6,2025-01-18 16:13:56.131601,124.112.127.219,Mobile
727c7c7d-dcd3-4e27-a1cc-d26ea3f84746,dd68c45a-bd8d-4b47-93ea-c6723887c7f5,2025-01-06 14:34:10.523404,96.73.224.240,Mobile
240de43c-2101-4544-8732-ebf2d661dafd,1e38da09-2728-494f-a0d0-c2d6024258dd,2025-02-13 12:30:38.359603,174.37.10.55,Mobile
aad6a497-de16-47b3-9126-125d2c968293,78e55bd5-7620-44c1-9e5d-d75c30337814,2025-01-13 18:50:23.182640,197.49.46.26,Mobile
6e30eeac-3448-4d59-a9c7-af970b82adbb,90765049-555a-4d68-8dac-0859f4401d07,2025-01-03 20:33:24.788203,51.165.213.225,Desktop
a06869fb-4be4-453c-bc86-3ab679c737de,91a8f718-d7fa-459f-8b84-22749d69f4da,2025-01-25 03:13:03.417471,32.153.46.97,Desktop
267d3226-951d-4e09-ad07-f8a13a3c2b6b,435ba4e5-2575-4eed-9c7b-4024257863f8,2025-01-01 16:13:35.510859,166.196.53.52,Desktop
d3ca708e-a00c-46ad-b724-053a1d0816aa,6c3b2a95-b7ed-41f6-a5a6-d06554ebc8a5,2025-01-08 23:06:06.760345,161.12.182.75,Mobile
3878d714-6c12-497d-a78a-7acb8d2f0056,fa17bd00-5535-4370-ab67-cceea5fa68f2,2025-01-24 20:08:04.270018,33.97.25.172,Mobile
63ca4d5b-abbb-4e0b-bfcc-dc9018a6ae84,d58085cd-6312-44ee-a105-86b1bc722112,2025-02-19 08:09:20.415378,62.82.154.47,Mobile
1ca88cff-8f32-41f5-9931-59504ac55161,26b4e332-0223-46a3-bf61-f1d298b522f6,2025-01-10 02:24:02.617337,173.4.28.22,Mobile
ce29f183-da80-4d9d-90de-5202fb6a80bc,27e15a47-62d3-4d00-8bea-dd1a4a97b1ed,2025-02-15 07:41:31.547840,147.14.137.122,Desktop
55451774-bdfd-437d-9c44-9f2fc4f789ec,4668c3b1-d695-410e-a0a8-40aeb0271c61,2025-01-27 23:27:25.560953,151.67.169.220,Desktop
17dbb946-c85c-47ec-a866-46842d351e04,faf98f9b-f751-435c-a8be-0ed5b55a405c,2025-02-13 14:56:16.440552,57.190.174.87,Desktop
0d47d0f1-5d7b-4469-9e31-551586c9a63e,02938ab0-ba91-4585-82ca-5125de26dc55,2025-01-11 06:16:20.275909,186.47.229.136,Desktop
2d8ed940-18e8-4e08-aeff-9bbcac6843f2,208cbcf0-7f92-404a-b03f-a6aa9314d2cf,2025-02-13 15:26:16.859964,220.6.244.236,Mobile
2898d48c-9057-4c39-9bd8-598819145d85,6dda798a-294a-4e7f-a0b8-61c63e94acc9,2025-01-04 17:32:36.212909,221.30.42.107,Mobile
b9ffb4f0-f98b-4213-ba37-e7088c101c47,33c5dbfe-9798-4804-9bd0-d9be2752d4dd,2025-01-07 20:40:13.381191,58.226.253.227,Desktop
66b37d22-99d5-4f21-8de6-ab8a261863fa,02441975-e815-46b4-a4d6-f20256c10893,2025-02-02 00:35:45.692129,175.141.170.227,Desktop
09a910bf-006b-430b-99fb-839c00e424c9,19e24a26-ad6b-4035-a2b7-83874de6479c,2025-01-22 07:41:57.999411,218.83.127.245,Mobile
2ed93059-591f-4f08-8096-1e75cb3126f6,4f4008bd-40ff-41ef-9c67-34f31d757665,2025-02-12 13:03:33.361269,41.215.189.191,Mobile
cee285f4-25ed-4a2d-8cbc-3464fcb10cc4,f626a0e1-3102-47aa-bbdd-2ef02fd0f47b,2025-02-24 12:23:41.964218,202.57.190.196,Mobile
569cb1dc-3eb2-4839-9362-d0d0932a5aae,a3c4b543-ec83-413d-9308-d06fae2282bf,2025-01-10 16:48:34.632461,23.151.204.140,Mobile
826f3821-8e0d-4795-80c8-e5fd75cab873,3c93d098-b6d3-492d-813d-eb775113fed5,2025-02-21 22:53:10.844529,93.72.111.210,Mobile
0e08d429-2374-4b72-9435-6d68efd15b5b,0bddd336-7abf-4b60-8b45-31807524537b,2025-01-01 14:08:31.650312,128.26.57.16,Mobile
454e1f85-8574-42e1-adcc-ab4cb8a42d23,613c4ca1-98f0-43dc-b6c7-9e83713e355d,2025-02-24 01:13:25.338871,45.129.224.14,Desktop
8803f8c9-8cf9-4633-8bc3-8febffed8c3f,abc22a05-eba8-4570-9c4f-eecfd94fb1a1,2025-02-15 16:32:10.854117,39.200.63.224,Mobile
eee96963-3c87-44f3-a284-4b7912ff5543,2d659e51-2537-4c48-8aec-119eed09412d,2025-01-04 09:14:45.301315,150.65.64.251,Desktop
6182c428-6ccb-40d8-b731-11a9af1aa93b,fad002ee-aa9a-47f3-b2fa-9c6e52b1ca64,2025-01-30 21:28:50.285918,150.240.46.105,Desktop
6c2116ae-9743-445c-98c1-bafe4f6da4c2,4bfe51af-e27e-4de3-b457-e8e4abb5b5ff,2025-02-22 15:54:09.056904,113.42.172.146,Mobile
6f24466f-06f2-43da-b1f8-3a36b51f325d,56a1a5ee-5cc5-48b6-946f-10c662a4c7fc,2025-02-01 06:10:08.892539,40.121.53.165,Mobile
b077e0c4-42dd-440f-bb33-92c1896a68f5,2281fb40-9d4c-4340-a685-080ba70c6529,2025-01-16 09:12:57.072813,53.149.38.7,Desktop
7b1344c2-8240-47d8-adc8-c8fc302b9648,6e945179-a7bc-4ded-bbd0-91b79399aab4,2025-02-09 21:17:07.548995,22.42.162.236,Mobile
6384e081-796a-4679-806a-862e6c30c683,015d5bf4-8c8c-45be-b3a1-97644d304284,2025-01-10 01:20:47.638792,194.205.138.122,Mobile
2ec0cf1a-cbcc-403b-9339-a2e010decb95,caef145a-059b-4fb1-bb2b-058faf777638,2025-01-13 17:32:55.877966,72.35.198.226,Mobile
de92c81f-e4b2-485f-abfa-ac16d8881944,b4d84898-7e86-434a-886a-f221641d4022,2025-02-01 08:01:20.284261,38.50.101.59,Desktop
0756ab16-7bc6-4972-a4b4-a31b3604c27e,83eda062-0e09-4764-a225-fac8c53c0fa4,2025-02-15 13:13:30.578295,206.140.63.230,Desktop
7605651e-41a5-48ad-9f7b-a55a48037904,76028d37-f536-4fb6-ae32-d96bcfa5fe5b,2025-02-20 21:40:51.391038,97.167.177.50,Desktop
112b5888-e276-482a-8677-e8b8252d734e,c89b0e8e-db17-495f-96ed-6a6caf3e210f,2025-02-02 04:14:40.850280,6.215.19.96,Mobile
e32f7939-df49-4307-adce-6d0cea98f281,15f3ae40-679e-4447-b8c1-f4c331f6fa29,2025-02-05 03:48:29.887891,88.232.242.9,Desktop
70045830-7039-47fa-a40b-dd184f69ccc3,2ffd2377-41ee-4ba1-b25c-f4d3769462c4,2025-02-15 07:08:21.421728,15.152.124.122,Mobile
6b6e19f1-d34d-401b-a0e2-eb168a667735,5140f4f6-87f6-4273-a7be-713ba0bd013b,2025-01-21 20:35:43.487488,76.161.155.124,Mobile
